"ImageNumber","Image_FileName_Hoechst","Image_FileName_H2AX","Image_Metadata_Code","Image_Metadata_Concentration","Image_Metadata_Well","Image_PathName_Hoechst","Image_PathName_H2AX"
"537","D:/2026-02-13_U2OS-Hoechst-H2AX_STC-11A-11B-Dox-BLO/Hoechst-H2AX.2026-02-13-21-50-52/Hoechst-H2AX_Plate_R_p00_0_E05f08d0.TIF","D:/2026-02-13_U2OS-Hoechst-H2AX_STC-11A-11B-Dox-BLO/Hoechst-H2AX.2026-02-13-21-50-52/Hoechst-H2AX_Plate_R_p00_0_E05f08d1.TIF","KCB25-11B","10","E05","D:/2026-02-13_U2OS-Hoechst-H2AX_STC-11A-11B-Dox-BLO/Hoechst-H2AX.2026-02-13-21-50-52","D:/2026-02-13_U2OS-Hoechst-H2AX_STC-11A-11B-Dox-BLO/Hoechst-H2AX.2026-02-13-21-50-52"
"538","D:/2026-02-13_U2OS-Hoechst-H2AX_STC-11A-11B-Dox-BLO/Hoechst-H2AX.2026-02-13-21-50-52/Hoechst-H2AX_Plate_R_p00_0_E05f09d0.TIF","D:/2026-02-13_U2OS-Hoechst-H2AX_STC-11A-11B-Dox-BLO/Hoechst-H2AX.2026-02-13-21-50-52/Hoechst-H2AX_Plate_R_p00_0_E05f09d1.TIF","KCB25-11B","10","E05","D:/2026-02-13_U2OS-Hoechst-H2AX_STC-11A-11B-Dox-BLO/Hoechst-H2AX.2026-02-13-21-50-52","D:/2026-02-13_U2OS-Hoechst-H2AX_STC-11A-11B-Dox-BLO/Hoechst-H2AX.2026-02-13-21-50-52"
"539","D:/2026-02-13_U2OS-Hoechst-H2AX_STC-11A-11B-Dox-BLO/Hoechst-H2AX.2026-02-13-21-50-52/Hoechst-H2AX_Plate_R_p00_0_E05f10d0.TIF","D:/2026-02-13_U2OS-Hoechst-H2AX_STC-11A-11B-Dox-BLO/Hoechst-H2AX.2026-02-13-21-50-52/Hoechst-H2AX_Plate_R_p00_0_E05f10d1.TIF","KCB25-11B","10","E05","D:/2026-02-13_U2OS-Hoechst-H2AX_STC-11A-11B-Dox-BLO/Hoechst-H2AX.2026-02-13-21-50-52","D:/2026-02-13_U2OS-Hoechst-H2AX_STC-11A-11B-Dox-BLO/Hoechst-H2AX.2026-02-13-21-50-52"
"540","D:/2026-02-13_U2OS-Hoechst-H2AX_STC-11A-11B-Dox-BLO/Hoechst-H2AX.2026-02-13-21-50-52/Hoechst-H2AX_Plate_R_p00_0_E05f11d0.TIF","D:/2026-02-13_U2OS-Hoechst-H2AX_STC-11A-11B-Dox-BLO/Hoechst-H2AX.2026-02-13-21-50-52/Hoechst-H2AX_Plate_R_p00_0_E05f11d1.TIF","KCB25-11B","10","E05","D:/2026-02-13_U2OS-Hoechst-H2AX_STC-11A-11B-Dox-BLO/Hoechst-H2AX.2026-02-13-21-50-52","D:/2026-02-13_U2OS-Hoechst-H2AX_STC-11A-11B-Dox-BLO/Hoechst-H2AX.2026-02-13-21-50-52"
"541","D:/2026-02-13_U2OS-Hoechst-H2AX_STC-11A-11B-Dox-BLO/Hoechst-H2AX.2026-02-13-21-50-52/Hoechst-H2AX_Plate_R_p00_0_E05f12d0.TIF","D:/2026-02-13_U2OS-Hoechst-H2AX_STC-11A-11B-Dox-BLO/Hoechst-H2AX.2026-02-13-21-50-52/Hoechst-H2AX_Plate_R_p00_0_E05f12d1.TIF","KCB25-11B","10","E05","D:/2026-02-13_U2OS-Hoechst-H2AX_STC-11A-11B-Dox-BLO/Hoechst-H2AX.2026-02-13-21-50-52","D:/2026-02-13_U2OS-Hoechst-H2AX_STC-11A-11B-Dox-BLO/Hoechst-H2AX.2026-02-13-21-50-52"
"542","D:/2026-02-13_U2OS-Hoechst-H2AX_STC-11A-11B-Dox-BLO/Hoechst-H2AX.2026-02-13-21-50-52/Hoechst-H2AX_Plate_R_p00_0_E05f13d0.TIF","D:/2026-02-13_U2OS-Hoechst-H2AX_STC-11A-11B-Dox-BLO/Hoechst-H2AX.2026-02-13-21-50-52/Hoechst-H2AX_Plate_R_p00_0_E05f13d1.TIF","KCB25-11B","10","E05","D:/2026-02-13_U2OS-Hoechst-H2AX_STC-11A-11B-Dox-BLO/Hoechst-H2AX.2026-02-13-21-50-52","D:/2026-02-13_U2OS-Hoechst-H2AX_STC-11A-11B-Dox-BLO/Hoechst-H2AX.2026-02-13-21-50-52"
"543","D:/2026-02-13_U2OS-Hoechst-H2AX_STC-11A-11B-Dox-BLO/Hoechst-H2AX.2026-02-13-21-50-52/Hoechst-H2AX_Plate_R_p00_0_E05f14d0.TIF","D:/2026-02-13_U2OS-Hoechst-H2AX_STC-11A-11B-Dox-BLO/Hoechst-H2AX.2026-02-13-21-50-52/Hoechst-H2AX_Plate_R_p00_0_E05f14d1.TIF","KCB25-11B","10","E05","D:/2026-02-13_U2OS-Hoechst-H2AX_STC-11A-11B-Dox-BLO/Hoechst-H2AX.2026-02-13-21-50-52","D:/2026-02-13_U2OS-Hoechst-H2AX_STC-11A-11B-Dox-BLO/Hoechst-H2AX.2026-02-13-21-50-52"
"544","D:/2026-02-13_U2OS-Hoechst-H2AX_STC-11A-11B-Dox-BLO/Hoechst-H2AX.2026-02-13-21-50-52/Hoechst-H2AX_Plate_R_p00_0_E05f15d0.TIF","D:/2026-02-13_U2OS-Hoechst-H2AX_STC-11A-11B-Dox-BLO/Hoechst-H2AX.2026-02-13-21-50-52/Hoechst-H2AX_Plate_R_p00_0_E05f15d1.TIF","KCB25-11B","10","E05","D:/2026-02-13_U2OS-Hoechst-H2AX_STC-11A-11B-Dox-BLO/Hoechst-H2AX.2026-02-13-21-50-52","D:/2026-02-13_U2OS-Hoechst-H2AX_STC-11A-11B-Dox-BLO/Hoechst-H2AX.2026-02-13-21-50-52"
"545","D:/2026-02-13_U2OS-Hoechst-H2AX_STC-11A-11B-Dox-BLO/Hoechst-H2AX.2026-02-13-21-50-52/Hoechst-H2AX_Plate_R_p00_0_E06f00d0.TIF","D:/2026-02-13_U2OS-Hoechst-H2AX_STC-11A-11B-Dox-BLO/Hoechst-H2AX.2026-02-13-21-50-52/Hoechst-H2AX_Plate_R_p00_0_E06f00d1.TIF","KCB25-11B","3","E06","D:/2026-02-13_U2OS-Hoechst-H2AX_STC-11A-11B-Dox-BLO/Hoechst-H2AX.2026-02-13-21-50-52","D:/2026-02-13_U2OS-Hoechst-H2AX_STC-11A-11B-Dox-BLO/Hoechst-H2AX.2026-02-13-21-50-52"
"546","D:/2026-02-13_U2OS-Hoechst-H2AX_STC-11A-11B-Dox-BLO/Hoechst-H2AX.2026-02-13-21-50-52/Hoechst-H2AX_Plate_R_p00_0_E06f01d0.TIF","D:/2026-02-13_U2OS-Hoechst-H2AX_STC-11A-11B-Dox-BLO/Hoechst-H2AX.2026-02-13-21-50-52/Hoechst-H2AX_Plate_R_p00_0_E06f01d1.TIF","KCB25-11B","3","E06","D:/2026-02-13_U2OS-Hoechst-H2AX_STC-11A-11B-Dox-BLO/Hoechst-H2AX.2026-02-13-21-50-52","D:/2026-02-13_U2OS-Hoechst-H2AX_STC-11A-11B-Dox-BLO/Hoechst-H2AX.2026-02-13-21-50-52"
"547","D:/2026-02-13_U2OS-Hoechst-H2AX_STC-11A-11B-Dox-BLO/Hoechst-H2AX.2026-02-13-21-50-52/Hoechst-H2AX_Plate_R_p00_0_E06f02d0.TIF","D:/2026-02-13_U2OS-Hoechst-H2AX_STC-11A-11B-Dox-BLO/Hoechst-H2AX.2026-02-13-21-50-52/Hoechst-H2AX_Plate_R_p00_0_E06f02d1.TIF","KCB25-11B","3","E06","D:/2026-02-13_U2OS-Hoechst-H2AX_STC-11A-11B-Dox-BLO/Hoechst-H2AX.2026-02-13-21-50-52","D:/2026-02-13_U2OS-Hoechst-H2AX_STC-11A-11B-Dox-BLO/Hoechst-H2AX.2026-02-13-21-50-52"
"548","D:/2026-02-13_U2OS-Hoechst-H2AX_STC-11A-11B-Dox-BLO/Hoechst-H2AX.2026-02-13-21-50-52/Hoechst-H2AX_Plate_R_p00_0_E06f03d0.TIF","D:/2026-02-13_U2OS-Hoechst-H2AX_STC-11A-11B-Dox-BLO/Hoechst-H2AX.2026-02-13-21-50-52/Hoechst-H2AX_Plate_R_p00_0_E06f03d1.TIF","KCB25-11B","3","E06","D:/2026-02-13_U2OS-Hoechst-H2AX_STC-11A-11B-Dox-BLO/Hoechst-H2AX.2026-02-13-21-50-52","D:/2026-02-13_U2OS-Hoechst-H2AX_STC-11A-11B-Dox-BLO/Hoechst-H2AX.2026-02-13-21-50-52"
"549","D:/2026-02-13_U2OS-Hoechst-H2AX_STC-11A-11B-Dox-BLO/Hoechst-H2AX.2026-02-13-21-50-52/Hoechst-H2AX_Plate_R_p00_0_E06f04d0.TIF","D:/2026-02-13_U2OS-Hoechst-H2AX_STC-11A-11B-Dox-BLO/Hoechst-H2AX.2026-02-13-21-50-52/Hoechst-H2AX_Plate_R_p00_0_E06f04d1.TIF","KCB25-11B","3","E06","D:/2026-02-13_U2OS-Hoechst-H2AX_STC-11A-11B-Dox-BLO/Hoechst-H2AX.2026-02-13-21-50-52","D:/2026-02-13_U2OS-Hoechst-H2AX_STC-11A-11B-Dox-BLO/Hoechst-H2AX.2026-02-13-21-50-52"
"550","D:/2026-02-13_U2OS-Hoechst-H2AX_STC-11A-11B-Dox-BLO/Hoechst-H2AX.2026-02-13-21-50-52/Hoechst-H2AX_Plate_R_p00_0_E06f05d0.TIF","D:/2026-02-13_U2OS-Hoechst-H2AX_STC-11A-11B-Dox-BLO/Hoechst-H2AX.2026-02-13-21-50-52/Hoechst-H2AX_Plate_R_p00_0_E06f05d1.TIF","KCB25-11B","3","E06","D:/2026-02-13_U2OS-Hoechst-H2AX_STC-11A-11B-Dox-BLO/Hoechst-H2AX.2026-02-13-21-50-52","D:/2026-02-13_U2OS-Hoechst-H2AX_STC-11A-11B-Dox-BLO/Hoechst-H2AX.2026-02-13-21-50-52"
"551","D:/2026-02-13_U2OS-Hoechst-H2AX_STC-11A-11B-Dox-BLO/Hoechst-H2AX.2026-02-13-21-50-52/Hoechst-H2AX_Plate_R_p00_0_E06f06d0.TIF","D:/2026-02-13_U2OS-Hoechst-H2AX_STC-11A-11B-Dox-BLO/Hoechst-H2AX.2026-02-13-21-50-52/Hoechst-H2AX_Plate_R_p00_0_E06f06d1.TIF","KCB25-11B","3","E06","D:/2026-02-13_U2OS-Hoechst-H2AX_STC-11A-11B-Dox-BLO/Hoechst-H2AX.2026-02-13-21-50-52","D:/2026-02-13_U2OS-Hoechst-H2AX_STC-11A-11B-Dox-BLO/Hoechst-H2AX.2026-02-13-21-50-52"
"552","D:/2026-02-13_U2OS-Hoechst-H2AX_STC-11A-11B-Dox-BLO/Hoechst-H2AX.2026-02-13-21-50-52/Hoechst-H2AX_Plate_R_p00_0_E06f07d0.TIF","D:/2026-02-13_U2OS-Hoechst-H2AX_STC-11A-11B-Dox-BLO/Hoechst-H2AX.2026-02-13-21-50-52/Hoechst-H2AX_Plate_R_p00_0_E06f07d1.TIF","KCB25-11B","3","E06","D:/2026-02-13_U2OS-Hoechst-H2AX_STC-11A-11B-Dox-BLO/Hoechst-H2AX.2026-02-13-21-50-52","D:/2026-02-13_U2OS-Hoechst-H2AX_STC-11A-11B-Dox-BLO/Hoechst-H2AX.2026-02-13-21-50-52"
"553","D:/2026-02-13_U2OS-Hoechst-H2AX_STC-11A-11B-Dox-BLO/Hoechst-H2AX.2026-02-13-21-50-52/Hoechst-H2AX_Plate_R_p00_0_E06f08d0.TIF","D:/2026-02-13_U2OS-Hoechst-H2AX_STC-11A-11B-Dox-BLO/Hoechst-H2AX.2026-02-13-21-50-52/Hoechst-H2AX_Plate_R_p00_0_E06f08d1.TIF","KCB25-11B","3","E06","D:/2026-02-13_U2OS-Hoechst-H2AX_STC-11A-11B-Dox-BLO/Hoechst-H2AX.2026-02-13-21-50-52","D:/2026-02-13_U2OS-Hoechst-H2AX_STC-11A-11B-Dox-BLO/Hoechst-H2AX.2026-02-13-21-50-52"
"554","D:/2026-02-13_U2OS-Hoechst-H2AX_STC-11A-11B-Dox-BLO/Hoechst-H2AX.2026-02-13-21-50-52/Hoechst-H2AX_Plate_R_p00_0_E06f09d0.TIF","D:/2026-02-13_U2OS-Hoechst-H2AX_STC-11A-11B-Dox-BLO/Hoechst-H2AX.2026-02-13-21-50-52/Hoechst-H2AX_Plate_R_p00_0_E06f09d1.TIF","KCB25-11B","3","E06","D:/2026-02-13_U2OS-Hoechst-H2AX_STC-11A-11B-Dox-BLO/Hoechst-H2AX.2026-02-13-21-50-52","D:/2026-02-13_U2OS-Hoechst-H2AX_STC-11A-11B-Dox-BLO/Hoechst-H2AX.2026-02-13-21-50-52"
"555","D:/2026-02-13_U2OS-Hoechst-H2AX_STC-11A-11B-Dox-BLO/Hoechst-H2AX.2026-02-13-21-50-52/Hoechst-H2AX_Plate_R_p00_0_E06f10d0.TIF","D:/2026-02-13_U2OS-Hoechst-H2AX_STC-11A-11B-Dox-BLO/Hoechst-H2AX.2026-02-13-21-50-52/Hoechst-H2AX_Plate_R_p00_0_E06f10d1.TIF","KCB25-11B","3","E06","D:/2026-02-13_U2OS-Hoechst-H2AX_STC-11A-11B-Dox-BLO/Hoechst-H2AX.2026-02-13-21-50-52","D:/2026-02-13_U2OS-Hoechst-H2AX_STC-11A-11B-Dox-BLO/Hoechst-H2AX.2026-02-13-21-50-52"
"556","D:/2026-02-13_U2OS-Hoechst-H2AX_STC-11A-11B-Dox-BLO/Hoechst-H2AX.2026-02-13-21-50-52/Hoechst-H2AX_Plate_R_p00_0_E06f11d0.TIF","D:/2026-02-13_U2OS-Hoechst-H2AX_STC-11A-11B-Dox-BLO/Hoechst-H2AX.2026-02-13-21-50-52/Hoechst-H2AX_Plate_R_p00_0_E06f11d1.TIF","KCB25-11B","3","E06","D:/2026-02-13_U2OS-Hoechst-H2AX_STC-11A-11B-Dox-BLO/Hoechst-H2AX.2026-02-13-21-50-52","D:/2026-02-13_U2OS-Hoechst-H2AX_STC-11A-11B-Dox-BLO/Hoechst-H2AX.2026-02-13-21-50-52"
"557","D:/2026-02-13_U2OS-Hoechst-H2AX_STC-11A-11B-Dox-BLO/Hoechst-H2AX.2026-02-13-21-50-52/Hoechst-H2AX_Plate_R_p00_0_E06f12d0.TIF","D:/2026-02-13_U2OS-Hoechst-H2AX_STC-11A-11B-Dox-BLO/Hoechst-H2AX.2026-02-13-21-50-52/Hoechst-H2AX_Plate_R_p00_0_E06f12d1.TIF","KCB25-11B","3","E06","D:/2026-02-13_U2OS-Hoechst-H2AX_STC-11A-11B-Dox-BLO/Hoechst-H2AX.2026-02-13-21-50-52","D:/2026-02-13_U2OS-Hoechst-H2AX_STC-11A-11B-Dox-BLO/Hoechst-H2AX.2026-02-13-21-50-52"
"558","D:/2026-02-13_U2OS-Hoechst-H2AX_STC-11A-11B-Dox-BLO/Hoechst-H2AX.2026-02-13-21-50-52/Hoechst-H2AX_Plate_R_p00_0_E06f13d0.TIF","D:/2026-02-13_U2OS-Hoechst-H2AX_STC-11A-11B-Dox-BLO/Hoechst-H2AX.2026-02-13-21-50-52/Hoechst-H2AX_Plate_R_p00_0_E06f13d1.TIF","KCB25-11B","3","E06","D:/2026-02-13_U2OS-Hoechst-H2AX_STC-11A-11B-Dox-BLO/Hoechst-H2AX.2026-02-13-21-50-52","D:/2026-02-13_U2OS-Hoechst-H2AX_STC-11A-11B-Dox-BLO/Hoechst-H2AX.2026-02-13-21-50-52"
"559","D:/2026-02-13_U2OS-Hoechst-H2AX_STC-11A-11B-Dox-BLO/Hoechst-H2AX.2026-02-13-21-50-52/Hoechst-H2AX_Plate_R_p00_0_E06f14d0.TIF","D:/2026-02-13_U2OS-Hoechst-H2AX_STC-11A-11B-Dox-BLO/Hoechst-H2AX.2026-02-13-21-50-52/Hoechst-H2AX_Plate_R_p00_0_E06f14d1.TIF","KCB25-11B","3","E06","D:/2026-02-13_U2OS-Hoechst-H2AX_STC-11A-11B-Dox-BLO/Hoechst-H2AX.2026-02-13-21-50-52","D:/2026-02-13_U2OS-Hoechst-H2AX_STC-11A-11B-Dox-BLO/Hoechst-H2AX.2026-02-13-21-50-52"
"560","D:/2026-02-13_U2OS-Hoechst-H2AX_STC-11A-11B-Dox-BLO/Hoechst-H2AX.2026-02-13-21-50-52/Hoechst-H2AX_Plate_R_p00_0_E06f15d0.TIF","D:/2026-02-13_U2OS-Hoechst-H2AX_STC-11A-11B-Dox-BLO/Hoechst-H2AX.2026-02-13-21-50-52/Hoechst-H2AX_Plate_R_p00_0_E06f15d1.TIF","KCB25-11B","3","E06","D:/2026-02-13_U2OS-Hoechst-H2AX_STC-11A-11B-Dox-BLO/Hoechst-H2AX.2026-02-13-21-50-52","D:/2026-02-13_U2OS-Hoechst-H2AX_STC-11A-11B-Dox-BLO/Hoechst-H2AX.2026-02-13-21-50-52"
"561","D:/2026-02-13_U2OS-Hoechst-H2AX_STC-11A-11B-Dox-BLO/Hoechst-H2AX.2026-02-13-21-50-52/Hoechst-H2AX_Plate_R_p00_0_E07f00d0.TIF","D:/2026-02-13_U2OS-Hoechst-H2AX_STC-11A-11B-Dox-BLO/Hoechst-H2AX.2026-02-13-21-50-52/Hoechst-H2AX_Plate_R_p00_0_E07f00d1.TIF","KCB25-11B","1","E07","D:/2026-02-13_U2OS-Hoechst-H2AX_STC-11A-11B-Dox-BLO/Hoechst-H2AX.2026-02-13-21-50-52","D:/2026-02-13_U2OS-Hoechst-H2AX_STC-11A-11B-Dox-BLO/Hoechst-H2AX.2026-02-13-21-50-52"
"562","D:/2026-02-13_U2OS-Hoechst-H2AX_STC-11A-11B-Dox-BLO/Hoechst-H2AX.2026-02-13-21-50-52/Hoechst-H2AX_Plate_R_p00_0_E07f01d0.TIF","D:/2026-02-13_U2OS-Hoechst-H2AX_STC-11A-11B-Dox-BLO/Hoechst-H2AX.2026-02-13-21-50-52/Hoechst-H2AX_Plate_R_p00_0_E07f01d1.TIF","KCB25-11B","1","E07","D:/2026-02-13_U2OS-Hoechst-H2AX_STC-11A-11B-Dox-BLO/Hoechst-H2AX.2026-02-13-21-50-52","D:/2026-02-13_U2OS-Hoechst-H2AX_STC-11A-11B-Dox-BLO/Hoechst-H2AX.2026-02-13-21-50-52"
"563","D:/2026-02-13_U2OS-Hoechst-H2AX_STC-11A-11B-Dox-BLO/Hoechst-H2AX.2026-02-13-21-50-52/Hoechst-H2AX_Plate_R_p00_0_E07f02d0.TIF","D:/2026-02-13_U2OS-Hoechst-H2AX_STC-11A-11B-Dox-BLO/Hoechst-H2AX.2026-02-13-21-50-52/Hoechst-H2AX_Plate_R_p00_0_E07f02d1.TIF","KCB25-11B","1","E07","D:/2026-02-13_U2OS-Hoechst-H2AX_STC-11A-11B-Dox-BLO/Hoechst-H2AX.2026-02-13-21-50-52","D:/2026-02-13_U2OS-Hoechst-H2AX_STC-11A-11B-Dox-BLO/Hoechst-H2AX.2026-02-13-21-50-52"
"564","D:/2026-02-13_U2OS-Hoechst-H2AX_STC-11A-11B-Dox-BLO/Hoechst-H2AX.2026-02-13-21-50-52/Hoechst-H2AX_Plate_R_p00_0_E07f03d0.TIF","D:/2026-02-13_U2OS-Hoechst-H2AX_STC-11A-11B-Dox-BLO/Hoechst-H2AX.2026-02-13-21-50-52/Hoechst-H2AX_Plate_R_p00_0_E07f03d1.TIF","KCB25-11B","1","E07","D:/2026-02-13_U2OS-Hoechst-H2AX_STC-11A-11B-Dox-BLO/Hoechst-H2AX.2026-02-13-21-50-52","D:/2026-02-13_U2OS-Hoechst-H2AX_STC-11A-11B-Dox-BLO/Hoechst-H2AX.2026-02-13-21-50-52"
"565","D:/2026-02-13_U2OS-Hoechst-H2AX_STC-11A-11B-Dox-BLO/Hoechst-H2AX.2026-02-13-21-50-52/Hoechst-H2AX_Plate_R_p00_0_E07f04d0.TIF","D:/2026-02-13_U2OS-Hoechst-H2AX_STC-11A-11B-Dox-BLO/Hoechst-H2AX.2026-02-13-21-50-52/Hoechst-H2AX_Plate_R_p00_0_E07f04d1.TIF","KCB25-11B","1","E07","D:/2026-02-13_U2OS-Hoechst-H2AX_STC-11A-11B-Dox-BLO/Hoechst-H2AX.2026-02-13-21-50-52","D:/2026-02-13_U2OS-Hoechst-H2AX_STC-11A-11B-Dox-BLO/Hoechst-H2AX.2026-02-13-21-50-52"
"566","D:/2026-02-13_U2OS-Hoechst-H2AX_STC-11A-11B-Dox-BLO/Hoechst-H2AX.2026-02-13-21-50-52/Hoechst-H2AX_Plate_R_p00_0_E07f05d0.TIF","D:/2026-02-13_U2OS-Hoechst-H2AX_STC-11A-11B-Dox-BLO/Hoechst-H2AX.2026-02-13-21-50-52/Hoechst-H2AX_Plate_R_p00_0_E07f05d1.TIF","KCB25-11B","1","E07","D:/2026-02-13_U2OS-Hoechst-H2AX_STC-11A-11B-Dox-BLO/Hoechst-H2AX.2026-02-13-21-50-52","D:/2026-02-13_U2OS-Hoechst-H2AX_STC-11A-11B-Dox-BLO/Hoechst-H2AX.2026-02-13-21-50-52"
"567","D:/2026-02-13_U2OS-Hoechst-H2AX_STC-11A-11B-Dox-BLO/Hoechst-H2AX.2026-02-13-21-50-52/Hoechst-H2AX_Plate_R_p00_0_E07f06d0.TIF","D:/2026-02-13_U2OS-Hoechst-H2AX_STC-11A-11B-Dox-BLO/Hoechst-H2AX.2026-02-13-21-50-52/Hoechst-H2AX_Plate_R_p00_0_E07f06d1.TIF","KCB25-11B","1","E07","D:/2026-02-13_U2OS-Hoechst-H2AX_STC-11A-11B-Dox-BLO/Hoechst-H2AX.2026-02-13-21-50-52","D:/2026-02-13_U2OS-Hoechst-H2AX_STC-11A-11B-Dox-BLO/Hoechst-H2AX.2026-02-13-21-50-52"
"568","D:/2026-02-13_U2OS-Hoechst-H2AX_STC-11A-11B-Dox-BLO/Hoechst-H2AX.2026-02-13-21-50-52/Hoechst-H2AX_Plate_R_p00_0_E07f07d0.TIF","D:/2026-02-13_U2OS-Hoechst-H2AX_STC-11A-11B-Dox-BLO/Hoechst-H2AX.2026-02-13-21-50-52/Hoechst-H2AX_Plate_R_p00_0_E07f07d1.TIF","KCB25-11B","1","E07","D:/2026-02-13_U2OS-Hoechst-H2AX_STC-11A-11B-Dox-BLO/Hoechst-H2AX.2026-02-13-21-50-52","D:/2026-02-13_U2OS-Hoechst-H2AX_STC-11A-11B-Dox-BLO/Hoechst-H2AX.2026-02-13-21-50-52"
"569","D:/2026-02-13_U2OS-Hoechst-H2AX_STC-11A-11B-Dox-BLO/Hoechst-H2AX.2026-02-13-21-50-52/Hoechst-H2AX_Plate_R_p00_0_E07f08d0.TIF","D:/2026-02-13_U2OS-Hoechst-H2AX_STC-11A-11B-Dox-BLO/Hoechst-H2AX.2026-02-13-21-50-52/Hoechst-H2AX_Plate_R_p00_0_E07f08d1.TIF","KCB25-11B","1","E07","D:/2026-02-13_U2OS-Hoechst-H2AX_STC-11A-11B-Dox-BLO/Hoechst-H2AX.2026-02-13-21-50-52","D:/2026-02-13_U2OS-Hoechst-H2AX_STC-11A-11B-Dox-BLO/Hoechst-H2AX.2026-02-13-21-50-52"
"570","D:/2026-02-13_U2OS-Hoechst-H2AX_STC-11A-11B-Dox-BLO/Hoechst-H2AX.2026-02-13-21-50-52/Hoechst-H2AX_Plate_R_p00_0_E07f09d0.TIF","D:/2026-02-13_U2OS-Hoechst-H2AX_STC-11A-11B-Dox-BLO/Hoechst-H2AX.2026-02-13-21-50-52/Hoechst-H2AX_Plate_R_p00_0_E07f09d1.TIF","KCB25-11B","1","E07","D:/2026-02-13_U2OS-Hoechst-H2AX_STC-11A-11B-Dox-BLO/Hoechst-H2AX.2026-02-13-21-50-52","D:/2026-02-13_U2OS-Hoechst-H2AX_STC-11A-11B-Dox-BLO/Hoechst-H2AX.2026-02-13-21-50-52"
"571","D:/2026-02-13_U2OS-Hoechst-H2AX_STC-11A-11B-Dox-BLO/Hoechst-H2AX.2026-02-13-21-50-52/Hoechst-H2AX_Plate_R_p00_0_E07f10d0.TIF","D:/2026-02-13_U2OS-Hoechst-H2AX_STC-11A-11B-Dox-BLO/Hoechst-H2AX.2026-02-13-21-50-52/Hoechst-H2AX_Plate_R_p00_0_E07f10d1.TIF","KCB25-11B","1","E07","D:/2026-02-13_U2OS-Hoechst-H2AX_STC-11A-11B-Dox-BLO/Hoechst-H2AX.2026-02-13-21-50-52","D:/2026-02-13_U2OS-Hoechst-H2AX_STC-11A-11B-Dox-BLO/Hoechst-H2AX.2026-02-13-21-50-52"
"572","D:/2026-02-13_U2OS-Hoechst-H2AX_STC-11A-11B-Dox-BLO/Hoechst-H2AX.2026-02-13-21-50-52/Hoechst-H2AX_Plate_R_p00_0_E07f11d0.TIF","D:/2026-02-13_U2OS-Hoechst-H2AX_STC-11A-11B-Dox-BLO/Hoechst-H2AX.2026-02-13-21-50-52/Hoechst-H2AX_Plate_R_p00_0_E07f11d1.TIF","KCB25-11B","1","E07","D:/2026-02-13_U2OS-Hoechst-H2AX_STC-11A-11B-Dox-BLO/Hoechst-H2AX.2026-02-13-21-50-52","D:/2026-02-13_U2OS-Hoechst-H2AX_STC-11A-11B-Dox-BLO/Hoechst-H2AX.2026-02-13-21-50-52"
"573","D:/2026-02-13_U2OS-Hoechst-H2AX_STC-11A-11B-Dox-BLO/Hoechst-H2AX.2026-02-13-21-50-52/Hoechst-H2AX_Plate_R_p00_0_E07f12d0.TIF","D:/2026-02-13_U2OS-Hoechst-H2AX_STC-11A-11B-Dox-BLO/Hoechst-H2AX.2026-02-13-21-50-52/Hoechst-H2AX_Plate_R_p00_0_E07f12d1.TIF","KCB25-11B","1","E07","D:/2026-02-13_U2OS-Hoechst-H2AX_STC-11A-11B-Dox-BLO/Hoechst-H2AX.2026-02-13-21-50-52","D:/2026-02-13_U2OS-Hoechst-H2AX_STC-11A-11B-Dox-BLO/Hoechst-H2AX.2026-02-13-21-50-52"
"574","D:/2026-02-13_U2OS-Hoechst-H2AX_STC-11A-11B-Dox-BLO/Hoechst-H2AX.2026-02-13-21-50-52/Hoechst-H2AX_Plate_R_p00_0_E07f13d0.TIF","D:/2026-02-13_U2OS-Hoechst-H2AX_STC-11A-11B-Dox-BLO/Hoechst-H2AX.2026-02-13-21-50-52/Hoechst-H2AX_Plate_R_p00_0_E07f13d1.TIF","KCB25-11B","1","E07","D:/2026-02-13_U2OS-Hoechst-H2AX_STC-11A-11B-Dox-BLO/Hoechst-H2AX.2026-02-13-21-50-52","D:/2026-02-13_U2OS-Hoechst-H2AX_STC-11A-11B-Dox-BLO/Hoechst-H2AX.2026-02-13-21-50-52"
"575","D:/2026-02-13_U2OS-Hoechst-H2AX_STC-11A-11B-Dox-BLO/Hoechst-H2AX.2026-02-13-21-50-52/Hoechst-H2AX_Plate_R_p00_0_E07f14d0.TIF","D:/2026-02-13_U2OS-Hoechst-H2AX_STC-11A-11B-Dox-BLO/Hoechst-H2AX.2026-02-13-21-50-52/Hoechst-H2AX_Plate_R_p00_0_E07f14d1.TIF","KCB25-11B","1","E07","D:/2026-02-13_U2OS-Hoechst-H2AX_STC-11A-11B-Dox-BLO/Hoechst-H2AX.2026-02-13-21-50-52","D:/2026-02-13_U2OS-Hoechst-H2AX_STC-11A-11B-Dox-BLO/Hoechst-H2AX.2026-02-13-21-50-52"
